Customer_ID,Title,First_Name,Middle_Name,Last_Name,Suffix,Company_Name,Sales_Person,Email_Address,Phone,Gender,timestamp
312,Mr.,Thomas,B.,Armstrong,Jr.,Resale Services,adventure-works\\linda3,thomas1@adventure-works.com,226-555-0146,F,05-10-2023
313,Mr.,Dylan,,Miller,,Metropolitan Manufacturing,adventure-works\\shu0,dylan1@adventure-works.com,140-555-0192,F,06-10-2023
316,Mr.,Ben,,Miller,,Low Price Cycles,adventure-works\\josé1,ben1@adventure-works.com,207-555-0167,F,07-10-2023
317,Mr.,Jacob,N.,Dean,,Finer Riding Supplies,adventure-works\\josé1,jacob0@adventure-works.com,767-555-0151,F,08-10-2023
318,Ms.,Ann,,Beebe,,First-Rate Outlet,adventure-works\\garrett1,ann0@adventure-works.com,277-555-0169,F,09-10-2023
322,Mr.,Matthew,J.,Miller,,Tachometers and Accessories,adventure-works\\jae0,matthew5@adventure-works.com,1 (11) 500 555-0176,F,10-10-2023
323,Mr.,Jo,,Brown,,Metro Bike Works,adventure-works\\michael9,jo2@adventure-works.com,689-555-0130,F,11-10-2023
325,Ms.,Virginia,L.,Miller,,All Cycle Shop,adventure-works\\pamela0,virginia0@adventure-works.com,918-555-0127,F,12-10-2023
326,Mr.,Scott,,Gode,,Year-Round Sports,adventure-works\\david8,scott4@adventure-works.com,164-555-0145,F,13-10-2023
327,Ms.,Caroline,A.,Vicknair,,World of Bikes,adventure-works\\jillian0,caroline0@adventure-works.com,695-555-0158,F,14-10-2023
328,Mr.,Robert,R.,Vessa,,Totes & Baskets Company,adventure-works\\jillian0,robert13@adventure-works.com,560-555-0171,F,15-10-2023
330,Mr.,Mete,,Goktepe,,The New Bike Store,adventure-works\\linda3,mete0@adventure-works.com,637-555-0120,F,16-10-2023
331,Ms.,Wanda,F.,Vernon,,Technical Parts Manufacturing,adventure-works\\shu0,wanda0@adventure-works.com,433-555-0168,F,17-10-2023
334,Ms.,Dora,P.,Verdad,,Retreat Inn,adventure-works\\josé1,dora0@adventure-works.com,155-555-0140,F,18-10-2023
335,Mr.,John,M.,Berger,Jr.,Scratch-Resistant Finishes Company,adventure-works\\josé1,john10@adventure-works.com,156-555-0111,F,19-10-2023
336,Mr.,Brian,R,Goldstein,,Primary Bike Distributors,adventure-works\\garrett1,brian4@adventure-works.com,495-555-0161,F,20-10-2023
340,Mr.,Raja,D.,Venugopal,,Nearby Cycle Shop,adventure-works\\jae0,raja0@adventure-works.com,1 (11) 500 555-0195,F,21-10-2023
343,Ms.,Patricia,M.,Vasquez,,Mail-Order Outlet,adventure-works\\pamela0,patricia2@adventure-works.com,490-555-0132,F,22-10-2023
344,Ms.,Karren,K.,Burkhardt,,Fifth Bike Store,adventure-works\\david8,karren0@adventure-works.com,652-555-0132,F,23-10-2023
345,Ms.,Abigail,J.,Gonzalez,,Genial Bike Associates,adventure-works\\jillian0,abigail0@adventure-works.com,121-555-0139,F,24-10-2023
346,Mr.,Ranjit,Rudra,Varkey Chudukatil,,Great Bicycle Supply,adventure-works\\jillian0,ranjit1@adventure-works.com,810-555-0160,F,25-10-2023
347,Ms.,Ingrid,K.,Burkhardt,,Bike Universe,adventure-works\\shu0,ingrid0@adventure-works.com,857-555-0187,F,26-10-2023
348,Mr.,Oscar,L.,Alpuerto,,Bold Bike Accessories,adventure-works\\linda3,oscar0@adventure-works.com,855-555-0174,F,27-10-2023
349,Mr.,Gary,T,Vargas,,Exercise Center,adventure-works\\shu0,gary6@adventure-works.com,112-555-0176,F,28-10-2023
352,Mr.,Shane,S.,Kim,,Twelfth Bike Store,adventure-works\\josé1,shane2@adventure-works.com,155-555-0149,F,29-10-2023
353,Ms.,Joan,M.,Campbell,,Two-Wheeled Transit Company,adventure-works\\josé1,joan0@adventure-works.com,700-555-0155,F,30-10-2023
354,Mr.,Maxwell,J.,Amland,,Serious Cycles,adventure-works\\garrett1,maxwell0@adventure-works.com,614-555-0134,F,31-10-2023
358,Mr.,Joe,,Kim,,Mail Market,adventure-works\\jae0,joe1@adventure-works.com,1 (11) 500 555-0144,F,01-11-2023
360,Ms.,Ramona,J.,Antrim,,Novelty Bikes,adventure-works\\michael9,ramona0@adventure-works.com,327-555-0148,F,02-11-2023
361,Ms.,Karan,,Khanna,,Fitness Supplies,adventure-works\\pamela0,karan1@adventure-works.com,390-555-0150,F,03-11-2023
362,Ms.,Sharon,A.,Crow,,Grand Cycle Store,adventure-works\\david8,sharon1@adventure-works.com,889-555-0176,F,04-11-2023
363,Mr.,Chris,,Ashton,,Immense Manufacturing Company,adventure-works\\jillian0,chris3@adventure-works.com,556-555-0145,F,05-11-2023
364,Mr.,Imtiaz,,Khan,,District Mall,adventure-works\\jillian0,imtiaz0@adventure-works.com,249-555-0179,F,06-11-2023
365,Mr.,Jack,,Creasey,,Distinctive Store,adventure-works\\shu0,jack2@adventure-works.com,539-555-0182,F,07-11-2023
366,Ms.,Teresa,,Atkinson,,Extended Bike Sales,adventure-works\\linda3,teresa0@adventure-works.com,129-555-0110,F,08-11-2023
367,Ms.,Tammy,J.,Khan,,Brown Bicycle Company,adventure-works\\shu0,tammy0@adventure-works.com,145-555-0166,F,09-11-2023
370,Ms.,Elizabeth,,Keyser,,Acceptable Sales & Service,adventure-works\\josé1,elizabeth2@adventure-works.com,656-555-0173,F,10-11-2023
371,Mr.,Bruno,,Costa Da Silva,,Custom Sales and Service,adventure-works\\josé1,bruno0@adventure-works.com,140-555-0143,F,11-11-2023
372,Ms.,Katherine,K.,Swan,,Top Bike Market,adventure-works\\garrett1,katherine1@adventure-works.com,421-555-0192,F,12-11-2023
376,Ms.,Mary,R.,Kesslep,,Commerce Bicycle Specialists,adventure-works\\jae0,mary8@adventure-works.com,1 (11) 500 555-0146,F,13-11-2023
377,Mr.,Marlin,M.,Coriell,,Grand Sport Boutique,adventure-works\\michael9,marlin0@adventure-works.com,941-555-0155,F,14-11-2023
379,Mr.,Kevin,,Kennedy,,Fad Outlet,adventure-works\\pamela0,kevin4@adventure-works.com,275-555-0179,F,15-11-2023
380,Ms.,Eva,,Corets,,First Department Stores,adventure-works\\david8,eva0@adventure-works.com,542-555-0164,F,16-11-2023
381,Ms.,Julie,,Taft-Rider,,Bicycle Lines Distributors,adventure-works\\jillian0,julie1@adventure-works.com,145-555-0194,F,17-11-2023
382,Mr.,Robert,,Kelly,,Beneficial Exercises and Activities,adventure-works\\jillian0,robert7@adventure-works.com,510-555-0123,F,18-11-2023
383,Mr.,Scott,,Cooper,,Vehicle Shop,adventure-works\\shu0,scott2@adventure-works.com,773-555-0182,F,19-11-2023
384,Mr.,Clarence,R.,Tatman,,Sparkling Paint and Finishes,adventure-works\\linda3,clarence0@adventure-works.com,787-555-0128,F,20-11-2023
385,Mr.,John,,Kelly,,Sturdy Toys,adventure-works\\shu0,john22@adventure-works.com,330-555-0116,F,21-11-2023
388,Mr.,Victor,A.,Kelley,,Road Way Sales and Rental,adventure-works\\josé1,victor0@adventure-works.com,112-555-0195,F,22-11-2023
389,Ms.,Dorothy,J.,Contreras,,Sixth Bike Store,adventure-works\\josé1,dorothy0@adventure-works.com,428-555-0176,F,23-11-2023
390,Mr.,Mike,M.,Taylor,,Plastic Parts Company,adventure-works\\garrett1,mike6@adventure-works.com,204-555-0189,F,24-11-2023
394,Ms.,Bonnie,,Kearney,,Little Sports Center,adventure-works\\jae0,bonnie1@adventure-works.com,1 (11) 500 555-0116,F,25-11-2023
395,Ms.,June,B.,Brunner,,Online Bike Sellers,adventure-works\\michael9,june0@adventure-works.com,249-555-0172,F,26-11-2023
397,Mr.,Sandeep,,Katyal,,Capable Sales and Service,adventure-works\\pamela0,sandeep2@adventure-works.com,928-555-0117,F,27-11-2023
398,Ms.,Shirley,R.,Bruner,,Commendable Bikes,adventure-works\\david8,shirley0@adventure-works.com,383-555-0155,F,28-11-2023
399,Mr.,Chad,J.,Tedford,,Big Cycle Mall,adventure-works\\jillian0,chad1@adventure-works.com,588-555-0128,F,29-11-2023
400,Mr.,Peter,,Houston,,Local Sales and Rental,adventure-works\\jillian0,peter3@adventure-works.com,632-555-0171,F,30-11-2023
401,Mr.,Tom,H,Johnston,,Brightwork Company,adventure-works\\shu0,tom1@adventure-works.com,883-555-0177,F,01-12-2023
402,Ms.,Marian,M.,Berch,,Pro Sporting Goods,adventure-works\\linda3,marian0@adventure-works.com,640-555-0198,F,02-12-2023
403,Ms.,Juanita,J.,Holman,,Affordable Sports Equipment,adventure-works\\shu0,juanita0@adventure-works.com,996-555-0196,F,03-12-2023
406,Mr.,Eddie,M.,Holmes,,The Commissary,adventure-works\\josé1,eddie0@adventure-works.com,570-555-0199,F,04-12-2023
407,Mr.,Robert,A.,Avalos,,Workout Emporium,adventure-works\\josé1,robert2@adventure-works.com,665-555-0198,F,05-12-2023
408,Mr.,Alexander,J.,Berger,II,Odometers and Accessories Company,adventure-works\\garrett1,alexander0@adventure-works.com,519-555-0151,F,06-12-2023
412,Ms.,Jean,J.,Holloway,,Leisure Clearing House,adventure-works\\jae0,jean2@adventure-works.com,1 (11) 500 555-0181,F,07-12-2023
415,Mr.,Greg,,Chapman,,Imaginary Toys,adventure-works\\pamela0,greg1@adventure-works.com,708-555-0169,F,08-12-2023
416,Ms.,Angela,,Barbariol,,Impromptu Trips,adventure-works\\david8,angela1@adventure-works.com,134-555-0182,F,09-12-2023
417,Ms.,Ruth,A.,Choin,,Genuine Bike Shop,adventure-works\\jillian0,ruth1@adventure-works.com,273-555-0181,F,10-12-2023
418,Mr.,Lee,J.,Chapla,,Good Bike Shop,adventure-works\\jillian0,lee0@adventure-works.com,223-555-0184,F,11-12-2023
419,Mr.,Darrell,M.,Banks,,Exertion Activities Club,adventure-works\\shu0,darrell0@adventure-works.com,816-555-0118,F,12-12-2023
420,Mr.,Anthony,,Chor,,Extreme Riding Supplies,adventure-works\\linda3,anthony0@adventure-works.com,429-555-0145,F,13-12-2023
421,Mr.,Forrest,J.,Chandler,,Fitness Cycling,adventure-works\\shu0,forrest0@adventure-works.com,448-555-0179,F,14-12-2023
424,Mr.,Eli,,Bowen,,Bikes for Two,adventure-works\\josé1,eli0@adventure-works.com,371-555-0143,F,15-12-2023
425,Mr.,Stephen,Yuan,Jiang,,Bikes for Kids and Adults,adventure-works\\josé1,stephen3@adventure-works.com,910-555-0116,F,16-12-2023
426,Mr.,Dirk,J.,Bruno,,Custom Accessories Company,adventure-works\\garrett1,dirk0@adventure-works.com,817-555-0114,F,17-12-2023
430,Sr.,Gustavo,,Camargo,,Uttermost Bike Shop,adventure-works\\jae0,gustavo1@adventure-works.com,1 (11) 500 555-0118,F,18-12-2023
431,Mr.,Douglas,A.,Baldwin,Jr.,Small Cycle Store,adventure-works\\michael9,douglas1@adventure-works.com,583-555-0130,F,19-12-2023
433,Ms.,Lindsey,R.,Camacho,,Thorough Parts and Repair Services,adventure-works\\pamela0,lindsey0@adventure-works.com,827-555-0143,F,20-12-2023
434,Mr.,James,B.,Bailey,Jr.,Road-Way Mart,adventure-works\\david8,james3@adventure-works.com,234-555-0112,F,21-12-2023
435,Ms.,Carol,B.,Elliott,,Satin Finish Company,adventure-works\\jillian0,carol2@adventure-works.com,847-555-0151,F,22-12-2023
436,Ms.,Barbara,J.,Calone,,Sheet Metal Manufacturing,adventure-works\\jillian0,barbara2@adventure-works.com,145-555-0152,F,23-12-2023
437,Ms.,Megan,E.,Burke,,Professional Cycle Store,adventure-works\\shu0,megan0@adventure-works.com,148-555-0149,F,24-12-2023
438,Mr.,Cory,K.,Booth,,Remarkable Bike Store,adventure-works\\linda3,cory0@adventure-works.com,121-555-0157,F,25-12-2023
439,Ms.,Shannon,P.,Elliott,,Regional Manufacturing,adventure-works\\shu0,shannon0@adventure-works.com,425-555-0158,F,26-12-2023
442,Ms.,Jauna,E.,Elson,,Original Bicycle Supply Company,adventure-works\\josé1,jauna0@adventure-works.com,185-555-0190,F,27-12-2023
443,Sra.,Janaina Barreiro Gambaro,,Bueno,,Courteous Bicycle Specialists,adventure-works\\josé1,janainabarreirogambaro0@adventure-works.com,476-555-0184,F,28-12-2023
444,Mr.,Shaun,,Beasley,,Finer Cycle Shop,adventure-works\\garrett1,shaun0@adventure-works.com,396-555-0187,F,29-12-2023
448,Mr.,Terry,,Eminhizer,,Action Bicycle Specialists,adventure-works\\jae0,terry1@adventure-works.com,1 (11) 500 555-0176,F,30-12-2023
451,Mr.,John,,Emory,,Roadway Bike Emporium,adventure-works\\pamela0,john16@adventure-works.com,691-555-0149,F,31-12-2023
452,Ms.,Olga,J.,Trau,,A Cycle Shop,adventure-works\\david8,olga0@adventure-works.com,398-555-0167,F,01-01-2024
453,Mr.,Jon,,Ganio,,Unique Bikes,adventure-works\\jillian0,jon0@adventure-works.com,672-555-0112,F,02-01-2024
454,Ms.,Gail,,Erickson,,Sleek Bikes ,adventure-works\\jillian0,gail1@adventure-works.com,834-555-0132,F,03-01-2024
455,Mr.,James,R.,Tran,,Timely Shipping Service,adventure-works\\shu0,james15@adventure-works.com,740-555-0159,F,04-01-2024
456,Mr.,Michael,,Galos,,Riding Excursions,adventure-works\\linda3,michael15@adventure-works.com,912-555-0149,F,05-01-2024
457,Mr.,Mark,B,Erickson,,Retail Sporting Equipment,adventure-works\\shu0,mark2@adventure-works.com,962-555-0112,F,06-01-2024
460,Ms.,Martha,R.,Espinoza,,Price-Cutter Discount Bikes,adventure-works\\josé1,martha0@adventure-works.com,753-555-0179,F,07-01-2024
461,Mr.,Glenn,J.,Track,II,Active Life Toys,adventure-works\\josé1,glenn0@adventure-works.com,907-555-0170,F,08-01-2024
462,Mr.,Bob,,Gage,,General Riding Supplies,adventure-works\\garrett1,bob1@adventure-works.com,962-555-0175,F,09-01-2024
466,Sra.,Janeth,,Esteves,,Central Bicycle Specialists,adventure-works\\jae0,janeth1@adventure-works.com,1 (11) 500 555-0136,F,10-01-2024
468,Mr.,Paul,J.,Fulton,,Blue Bicycle Company,adventure-works\\michael9,paul3@adventure-works.com,492-555-0146,M,11-01-2024
469,Ms.,Twanna,R.,Evans,,Vast Bike Sales and Rental,adventure-works\\pamela0,twanna0@adventure-works.com,554-555-0124,M,12-01-2024
470,Ms.,Delia,B.,Toone,,Wingtip Toys,adventure-works\\david8,delia0@adventure-works.com,328-555-0192,M,13-01-2024
471,Mr.,John,,Ford,,Social Activities Club,adventure-works\\jillian0,john19@adventure-works.com,596-555-0153,M,14-01-2024
472,Ms.,Ann,R.,Evans,,Summer Sports Place,adventure-works\\jillian0,ann1@adventure-works.com,252-555-0127,M,15-01-2024
473,Ms.,Kay,E.,Krane,,Racing Toys,adventure-works\\shu0,kay0@adventure-works.com,731-555-0187,M,16-01-2024
474,Mr.,Mihail,,Frintu,,Retail Cycle Shop,adventure-works\\linda3,mihail1@adventure-works.com,777-555-0163,M,17-01-2024
475,Mr.,John,,Evans,,Real Sporting Goods,adventure-works\\shu0,john17@adventure-works.com,581-555-0172,M,18-01-2024
478,Ms.,Ruby Sue,R.,Styles,,Major Cycling,adventure-works\\josé1,rubysue0@adventure-works.com,512-555-0122,M,19-01-2024
479,Ms.,Lori,,Kane,,General Supplies,adventure-works\\josé1,lori2@adventure-works.com,765-555-0141,M,20-01-2024
480,Ms.,Susan,E.,French,,General Bike Corporation,adventure-works\\garrett1,susan3@adventure-works.com,994-555-0194,M,21-01-2024
484,Mr.,Gary,J.,Suess,,Downhill Bicycle Specialists,adventure-works\\jae0,gary5@adventure-works.com,1 (11) 500 555-0199,M,22-01-2024
487,Ms.,Ruth,J.,Suffin,,Bike Experts,adventure-works\\pamela0,ruth2@adventure-works.com,924-555-0195,M,23-01-2024
488,Ms.,Margaret,J.,Smith,,Bicycle Accessories and Kits,adventure-works\\david8,margaret0@adventure-works.com,959-555-0151,M,24-01-2024
489,Ms.,Dorothy,J.,Fox,,Cash & Carry Bikes,adventure-works\\jillian0,dorothy1@adventure-works.com,191-555-0198,M,25-01-2024
490,Ms.,Elizabeth,J.,Sullivan,,Extraordinary Bike Works,adventure-works\\jillian0,elizabeth4@adventure-works.com,306-555-0112,M,26-01-2024
491,Ms.,Frances,B.,Adams,,Area Bike Accessories,adventure-works\\shu0,frances0@adventure-works.com,991-555-0183,M,27-01-2024
492,Mr.,Garth,,Fort,,Basic Sports Equipment,adventure-works\\linda3,garth0@adventure-works.com,768-555-0125,M,28-01-2024
493,Mr.,Michael,,Sullivan,,Valley Bicycle Distributors,adventure-works\\shu0,michael24@adventure-works.com,323-555-0113,M,29-01-2024
496,Ms.,Marcia,J.,Sultan,,Top Sports Supply,adventure-works\\josé1,marcia0@adventure-works.com,613-555-0116,M,30-01-2024
497,Ms.,Amy,E.,Alberts,,Valley Toy Store,adventure-works\\josé1,amy1@adventure-works.com,727-555-0115,M,31-01-2024
498,Ms.,Kelly,,Focht,,Quick Delivery Service,adventure-works\\garrett1,kelly0@adventure-works.com,272-555-0123,M,01-02-2024
502,Mr.,Krishna,,Sunkammurali,,Metropolitan Bicycle Supply,adventure-works\\jae0,krishna1@adventure-works.com,1 (11) 500 555-0177,M,02-02-2024
504,Ms.,Mae,M.,Black,,Historic Bicycle Sales,adventure-works\\michael9,mae1@adventure-works.com,264-555-0143,M,03-02-2024
505,Mr.,Brad,,Sutton,,Honest Repair Service,adventure-works\\pamela0,brad0@adventure-works.com,688-555-0115,M,04-02-2024
506,Mr.,François,,Ferrier,,Great Bikes ,adventure-works\\david8,françois1@adventure-works.com,571-555-0128,M,05-02-2024
507,Mr.,Mary,,Bishop,,Global Sporting Goods,adventure-works\\jillian0,mary4@adventure-works.com,176-555-0136,M,06-02-2024
508,Mr.,Martin,J.,Svoboda,IV,Designer Department Stores,adventure-works\\jillian0,martin1@adventure-works.com,132-555-0149,M,07-02-2024
509,Mr.,Robert,E.,Ahlering,,Fun Toys and Bikes,adventure-works\\shu0,robert1@adventure-works.com,678-555-0175,M,08-02-2024
510,Mr.,Jimmy,,Bischoff,,World Bike Discount Store,adventure-works\\linda3,jimmy1@adventure-works.com,992-555-0111,M,09-02-2024
511,Mr.,Abraham,L.,Swearengin,,Wheel Gallery,adventure-works\\shu0,abraham0@adventure-works.com,926-555-0136,M,10-02-2024
514,Mr.,Ryan,,Calafato,,Retail Mall,adventure-works\\josé1,ryan1@adventure-works.com,726-555-0155,M,11-02-2024
515,Mr.,Dragan,,Tomic,,Rural Bicycle Supply,adventure-works\\josé1,dragan1@adventure-works.com,833-555-0167,M,12-02-2024
516,Mr.,Thomas,R.,Michaels,,Seats and Saddles Company,adventure-works\\garrett1,thomas2@adventure-works.com,162-555-0174,M,13-02-2024
520,Ms.,Mari,B.,Caldwell,,Metro Metals Co.,adventure-works\\jae0,mari0@adventure-works.com,1 (11) 500 555-0118,M,14-02-2024
523,Ms.,Mary,M.,Gimmi,,Futuristic Sport Distributors,adventure-works\\shu0,mary6@adventure-works.com,149-555-0196,M,15-02-2024
526,Mr.,David,L.,Givens,,Finer Sales and Service,adventure-works\\josé1,david15@adventure-works.com,605-555-0111,M,16-02-2024
527,Ms.,Diane,,Tibbott,,Fun Times Club,adventure-works\\shu0,diane5@adventure-works.com,847-555-0184,M,17-02-2024
528,Ms.,Helen,M.,Meyer,,Alpine Ski House,adventure-works\\linda3,helen2@adventure-works.com,519-555-0112,M,18-02-2024
529,Ms.,Jeanie,R.,Glenn,PhD,Big-Time Bike Store,adventure-works\\shu0,jeanie0@adventure-works.com,669-555-0149,M,19-02-2024
532,Ms.,Diane,R.,Glimp,,The Showroom,adventure-works\\josé1,diane3@adventure-works.com,898-555-0137,M,20-02-2024
533,Ms.,Yuping,,Tian,,Tenth Bike Store,adventure-works\\josé1,yuping0@adventure-works.com,744-555-0123,M,21-02-2024
534,Mr.,Stephen,A.,Mew,,Recommended Bicycles,adventure-works\\garrett1,stephen4@adventure-works.com,399-555-0114,M,22-02-2024
538,Mr.,John,R.,Brooks,,Prosperous Tours,adventure-works\\jae0,john12@adventure-works.com,1 (11) 500 555-0179,M,23-02-2024
541,Mr.,Willie,P.,Brooks,Jr.,Nonskid Tire Company,adventure-works\\pamela0,willie0@adventure-works.com,525-555-0174,M,24-02-2024
542,Mr.,Andrew,P.,Kobylinski,,Finer Parts Shop,adventure-works\\david8,andrew5@adventure-works.com,129-555-0185,M,25-02-2024
543,Mr.,R. Morgan,L.,Mendoza,,Friendly Neighborhood Bikes,adventure-works\\jillian0,rmorgan0@adventure-works.com,963-555-0146,M,26-02-2024
544,Mr.,Jay,,Adams,,Valley Bicycle Specialists,adventure-works\\jillian0,jay1@adventure-works.com,158-555-0142,M,27-02-2024
545,Mr.,Christian,,Kleinerman,,Finish and Sealant Products,adventure-works\\shu0,christian1@adventure-works.com,362-555-0177,M,28-02-2024
546,Mr.,Anton,,Kirilov,,Field Trip Store,adventure-works\\linda3,anton0@adventure-works.com,608-555-0162,M,29-02-2024
547,Ms.,Gladys,F.,Mendiola,,Curbside Sporting Goods,adventure-works\\shu0,gladys0@adventure-works.com,535-555-0189,M,01-03-2024
550,Ms.,Raquel,,Mello,,Remote Bicycle Specialists,adventure-works\\josé1,raquel0@adventure-works.com,723-555-0124,M,02-03-2024
551,Mr.,Samuel,N.,Agcaoili,,Vinyl and Plastic Goods Corporation,adventure-works\\josé1,samuel0@adventure-works.com,554-555-0110,M,03-03-2024
552,Mr.,Tim,,Kim,,Consolidated Messenger,adventure-works\\garrett1,tim0@adventure-works.com,244-555-0115,M,04-03-2024
556,Ms.,Nancy,A.,McPhearson,,Variety Cycling,adventure-works\\jae0,nancy3@adventure-works.com,1 (11) 500 555-0195,M,05-03-2024
559,Ms.,Nkenge,,McLin,,Some Discount Store,adventure-works\\pamela0,nkenge0@adventure-works.com,158-555-0123,M,06-03-2024
560,Mr.,Paul,L.,Alcorn,,Major Sport Suppliers,adventure-works\\david8,paul2@adventure-works.com,331-555-0162,M,07-03-2024
561,Mr.,Marvin,N.,Allen,,Mountain Toy Store,adventure-works\\jillian0,marvin0@adventure-works.com,447-555-0110,M,08-03-2024
562,Ms.,Yvonne,,McKay,,Practical Bike Supply Company,adventure-works\\jillian0,yvonne1@adventure-works.com,623-555-0144,M,09-03-2024
563,Mr.,Sean,P.,Jacobson,,Systematic Sales,adventure-works\\shu0,sean2@adventure-works.com,555-555-0162,M,10-03-2024
564,Ms.,Michelle,,Alexander,,Imported and Domestic Cycles,adventure-works\\linda3,michelle0@adventure-works.com,115-555-0175,M,11-03-2024
565,Mr.,Richard,M.,Bentley,Jr.,Metallic Paint and Overcoat Co,adventure-works\\shu0,richard0@adventure-works.com,911-555-0153,M,12-03-2024
568,Mr.,Curtis,P.,Howard,,Economy Center,adventure-works\\josé1,curtis0@adventure-works.com,555-555-0162,M,13-03-2024
569,Mr.,Cecil,J.,Allison,,Designated Distributors,adventure-works\\josé1,cecil0@adventure-works.com,699-555-0155,M,14-03-2024
570,Mr.,Gregory,F.,Alderson,,Family's Favorite Bike Shop,adventure-works\\garrett1,gregory0@adventure-works.com,968-555-0153,M,15-03-2024
574,Ms.,Janice,K.,Hows,,Area Sheet Metal Supply,adventure-works\\jae0,janice1@adventure-works.com,1 (11) 500 555-0119,M,16-03-2024
577,Mr.,George,M.,Huckaby,,Synthetic Materials Manufacturing,adventure-works\\pamela0,george1@adventure-works.com,851-555-0127,M,17-03-2024
578,Ms.,Carolyn,,Farino,,The Bike Shop,adventure-works\\david8,carolyn0@adventure-works.com,957-555-0125,M,18-03-2024
579,Ms.,Kim,,Abercrombie,,Riders Company,adventure-works\\jillian0,kim2@adventure-works.com,334-555-0137,M,19-03-2024
580,Mr.,Joshua,J.,Huff,,Rural Sales and Service,adventure-works\\jillian0,joshua0@adventure-works.com,190-555-0186,M,20-03-2024
581,Ms.,Geri,P.,Farrell,,Safe Toys,adventure-works\\shu0,geri0@adventure-works.com,329-555-0183,M,21-03-2024
582,Ms.,Catherine,R.,Abel,,Professional Sales and Service,adventure-works\\linda3,catherine0@adventure-works.com,747-555-0171,M,22-03-2024
583,Ms.,Laura,C.,Steele,,Professional Containers and Packaging Co.,adventure-works\\shu0,laura3@adventure-works.com,741-555-0173,M,23-03-2024
586,Ms.,Shanay,B.,Steelman,,One Bike Company,adventure-works\\josé1,shanay0@adventure-works.com,797-555-0118,M,24-03-2024
587,Ms.,Rhoda,J.,Finley,,Our Sporting Goods Store,adventure-works\\josé1,rhoda0@adventure-works.com,920-555-0191,M,25-03-2024
588,Mr.,Pat,A.,Chambers,,General Cycle Storehouse,adventure-works\\garrett1,pat1@adventure-works.com,127-555-0124,M,26-03-2024
592,Mr.,Stefano,,Stefani,,Cycling Goods,adventure-works\\jae0,stefano0@adventure-works.com,1 (11) 500 555-0115,M,27-03-2024
595,Mr.,Alan,,Steiner,,Cycle Clearance,adventure-works\\pamela0,alan4@adventure-works.com,792-555-0194,M,28-03-2024
596,Ms.,Kathie,,Flood,,Coho Sports,adventure-works\\david8,kathie1@adventure-works.com,627-555-0192,M,29-03-2024
597,Mr.,Bob,,Hodges,,All Seasons Sports Supply,adventure-works\\jillian0,bob2@adventure-works.com,129-555-0120,M,30-03-2024
598,Mr.,Derik,,Stenerson,,Black Bicycle Company,adventure-works\\jillian0,derik0@adventure-works.com,441-555-0144,M,31-03-2024
599,Mr.,Raul,E.,Casts,,Westside Plaza,adventure-works\\shu0,raul0@adventure-works.com,362-555-0162,M,01-04-2024
600,Ms.,Holly,J.,Holt,,Strenuous Exercise Shop,adventure-works\\linda3,holly1@adventure-works.com,654-555-0150,M,02-04-2024
601,Mr.,Vassar,J.,Stern,,Transport Bikes,adventure-works\\shu0,vassar0@adventure-works.com,328-555-0123,M,03-04-2024
604,Ms.,Wathalee,R.,Steuber,,Sellers of Cycles,adventure-works\\pamela0,wathalee0@adventure-works.com,517-555-0120,M,04-04-2024
605,Mr.,Matthew,J.,Cavallari,,Outstanding Cycles,adventure-works\\david8,matthew1@adventure-works.com,695-555-0161,M,05-04-2024
606,Ms.,Helge,,Hoeing,,Little Bicycle Supply Shop,adventure-works\\jillian0,helge0@adventure-works.com,850-555-0198,M,06-04-2024
607,Ms.,Alice,M.,Steiner,,Maintenance and Repair for Bicycles,adventure-works\\jillian0,alice4@adventure-works.com,355-555-0180,M,07-04-2024
608,Mr.,Steven,B.,Brown,IV,Golf and Cycle Store,adventure-works\\shu0,steven1@adventure-works.com,280-555-0124,M,08-04-2024
609,Mr.,David,,Hodgson,,Good Toys,adventure-works\\linda3,david16@adventure-works.com,969-555-0117,M,09-04-2024
610,Ms.,Liza Marie,N.,Stevens,,Fitness Department Stores,adventure-works\\shu0,lizamarie0@adventure-works.com,366-555-0110,M,10-04-2024
613,Mr.,Jim,,Stewart,,Famous Bike Shop,adventure-works\\garrett1,jim5@adventure-works.com,226-555-0110,M,11-04-2024
617,Ms.,Arlene,,Huff,,Tubeless Tire Company,adventure-works\\jae0,arlene0@adventure-works.com,1 (11) 500 555-0146,M,12-04-2024
620,Mr.,Matthew,M.,Hunter,,Tires and Tubes,adventure-works\\pamela0,matthew4@adventure-works.com,482-555-0188,M,13-04-2024
621,Mr.,Matthew,,Hink,,Running and Cycling Gear,adventure-works\\david8,matthew3@adventure-works.com,146-555-0176,M,14-04-2024
622,Mr.,Robert,B.,Stotka,,Gift and Toy Store,adventure-works\\jillian0,robert12@adventure-works.com,493-555-0185,M,15-04-2024
623,Ms.,Phyllis,R.,Huntsman,,Hardware Components,adventure-works\\jillian0,phyllis1@adventure-works.com,153-555-0195,M,16-04-2024
624,Mr.,Mike,,Hines,,First Cycle Store,adventure-works\\shu0,mike3@adventure-works.com,454-555-0160,M,17-04-2024
625,Ms.,Kayla,M.,Stotler,,Major Sporting Goods,adventure-works\\linda3,kayla0@adventure-works.com,315-555-0131,M,18-04-2024
